과제번호,질환,질환_en,표적,모달리티,모달리티_대분류,개발단계,개발단계_en,보유기관,적응증,과제명,현재상태,성공가능성_pct,성공가능성_근거
RS-2022-00166700,종양,Oncology,"CD73, IL-2",rProtein,바이오/첨단,비임상,Preclinical,(주)지아이이노베이션,Solid Tumor,대사면역항암 이중융합단백질 GI-108의 비임상 연구 및 IND 승인,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2022-00166323,종양,Oncology,SCAP:SREBP1,Small molecules,합성/저분자,비임상,Preclinical,(주)메디픽,Glioblastoma,교모세포종 치료를 위한 암줄기세포 표적 SREBP1 억제 후보물질의 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2022-00166157,종양,Oncology,CNTN4,Antibody,바이오/첨단,비임상,Preclinical,지놈앤컴퍼니,Solid Tumor,신규 타겟인 CNTN4를 표적으로 하는 면역관문억제제 GENA-104A16의 임상시험을 위한 IND 승인 및 임상시료의 확보,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2022-00165725,종양,Oncology,FLT3/VEGFR2/PDGFRb TK,Small molecules,합성/저분자,비임상,Preclinical,(주)에트노바테라퓨틱스,Liver cancer,진행성 간암 치료를 위한 맞춤형 표적항암제 개발의 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2022-00165594,종양,Oncology,"Liver, Kidney",Others-Synth.,합성/저분자,비임상,Preclinical,비엘멜라니스,Diagnostic,혁신적 인공 멜라닌 MRI 조영제 개발을 위한 전임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2022-00165557,종양,Oncology,IL-2,rProtein,바이오/첨단,비임상,Preclinical,한미약품(주),"Renal cell carcinoma, melanoma",IL-2 수용체들에 대한 결합 특성이 최적화된 지속형 IL-2 analog (HM16390)를 이용한 immune modulating 기전의 항암치료제 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0670,종양,Oncology,EGFR,TPD,표적단백질분해(TPD),비임상,Preclinical,제이투에이치 바이오텍 (주),NSCLC(EGFR mutation),PROTAC 기술이 도입된 4세대 EGFR 비소세포 폐암치료제 후보물질의 임상 1상 IND 승인,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0663,종양,Oncology,EGFR,Small molecules,합성/저분자,비임상,Preclinical,보로노이(주),NSCLC(EGFR mutation),"VRN11의 비임상 연구 - 뛰어난 뇌투과성을 바탕으로 한 C797S 및 G719X L861X, S768I/V EGFR 돌연변이를 가진 비소세포폐암 치료제 개발",진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0630,종양,Oncology,AhR,Small molecules,합성/저분자,비임상,Preclinical,동아에스티(주),Advanced Solid Tumor,면역항암 치료제 DA-4505 전임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0583,종양,Oncology,STAT3,Small molecules,합성/저분자,비임상,Preclinical,제이더블유 중외제약 주식회사,TNBC,"STAT3 선택적 직접 저해제, JW2286의 삼중음성유방암을 포함하는 고형암 타겟의 항암제 개발",진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0531,종양,Oncology,ENPP1,Small molecules,합성/저분자,비임상,Preclinical,(주)티씨노바이오사이언스,Colorectal cancer,ENPP1 저해 면역항암제 TXN10128 전임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0373,종양,Oncology,B7-H3,Antibody,바이오/첨단,비임상,Preclinical,㈜인투셀,NSCLC,비소세포 폐암 치료제용 B7-H3 표적 ADC 후보물질 ITC-6146RO의 전임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0365,종양,Oncology,"mTOR, STAT3",Gene & Nucleic acids,바이오/첨단,비임상,Preclinical,㈜큐리진,"Bladder Cancer, Head And Neck Cancer, Pancreatic Cancer",혁신 bispecific RNAi 시스템 기반 항암 유전자 치료제의 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0262,종양,Oncology,IDO1,Gene & Nucleic acids,바이오/첨단,비임상,Preclinical,㈜레모넥스,Solid Tumor,무반응성 고형암종의 종양미세환경을 타겟하는 이중-RNA 면역항암제 LEM-S403의 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0250,종양,Oncology,L1CAM,Cell therapies,바이오/첨단,비임상,Preclinical,카텍셀주식회사,Ovarian Cancer,재발성 난소암을 대상으로 하는 L1CAM 표적 CAR-T세포 유전자치료제 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0157,종양,Oncology,IGSF1,Antibody,바이오/첨단,비임상,Preclinical,웰마커바이오 주식회사,Lung Cancer,PD-L1 negative/low 비소세포폐암 치료를 위한 first-in-class 신규 면역항암제 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C1400,종양,Oncology,CD300c,Antibody,바이오/첨단,비임상,Preclinical,주식회사 센트릭스바이오,"Lung cancer, Colorectal, Breast cancer",신규 면역관문 타겟인 CD300c에 대한 면역항암치료제 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C1388,종양,Oncology,"PD-L1, CD47",Antibody,바이오/첨단,비임상,Preclinical,(주)이뮨온시아,TNBC,PD-L1 및 CD47을 타겟하는 이중항체 면역항암제 IOH-001에 대한 비임상연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C1199,종양,Oncology,TROP2,Antibody,바이오/첨단,비임상,Preclinical,(주)레고켐 바이오사이언스,Solid Tumor,"IND filing을 위한 TROP2-ADC의 비임상 및 임상시료 생산, 또는 기술이전",진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C1077,종양,Oncology,EZH1/2,Small molecules,합성/저분자,비임상,Preclinical,한미약품(주),Malignant tumor,각종 암 치료제로서 후성학적 단백질 EZH1/2 이중 저해제인 HM97662의 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C0955,종양,Oncology,PIN1,Small molecules,합성/저분자,비임상,Preclinical,파이메드바이오 주식회사,Resistant cancer,First-in-class 암줄기성 억제 항암제 PMB212의 비임상 연구 및 IND 승인,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C0886,종양,Oncology,PIM Kinase,Small molecules,합성/저분자,비임상,Preclinical,제일약품 주식회사,AML,PIM kinase를 표적으로 하는 혈액암 치료제 JPC-089의 비임상개발 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C0860,종양,Oncology,"C-kit, microtuble inhibition에 의한 cell cycle arrest, apoptosis 유도",Antibody,바이오/첨단,비임상,Preclinical,(주)노벨티노빌리티,Gastrointestinal stromal tumor,c-Kit을 타깃하는 항체-약물 접합체를 이용한 GIST 치료제에 대한 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C0774,종양,Oncology,VISTA,Antibody,바이오/첨단,비임상,Preclinical,(주)파멥신,NSCLC,VISTA를 표적하는 면역관문억제제 PMC-309의 비소세포폐암 치료제 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C0614,종양,Oncology,"B7-H4, 4-1BB",Antibody,바이오/첨단,비임상,Preclinical,에이비엘바이오 주식회사,Solid Tumor,B7-H4x4-1BB (ABL103) 이중항체의 임상진입을 위한 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C0580,종양,Oncology,Mps1,Small molecules,합성/저분자,비임상,Preclinical,보로노이㈜,TNBC and CDK4/6i resistant solid tumors,"VRN08의 비임상연구 - 암세포 분열 조절인자, Mps1을 저해하는 경구용 표적 치료제",진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2025-25454729,종양,Oncology,BTK/HCK/LYN,TPD,표적단백질분해(TPD),임상1상,Phase1,주식회사 유빅스테라퓨틱스,Relapsed/Refractory B-cell Malignancies,재발성/불응성 B세포암 환자에 대한 경구용 BTK 분해제 UBX-303061의 임상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-25451121,종양,Oncology,"HPV16/18 E6, E7 protein",Cell therapies,바이오/첨단,임상1상,Phase1,셀리드,HPV16/18 positive HNSCC,"HPV16 및/또는 HPV18 양성인, 절제 불가능한 재발성 또는 전이성 두경부편평상피세포암 치료제 BVAC-E6E7의 임상 1상 개발",진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-25446915,종양,Oncology,MASTL,Small molecules,합성/저분자,임상1상,Phase1,아벨로스테라퓨틱스 주식회사,"CRC, GC,Sarcoma, TNBC, AML etc.",MASTL 저해제를 이용한 신규 항암제의 임상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-02213533,종양,Oncology,HER2,Small molecules,합성/저분자,임상1상,Phase1,(주)유한양행,NSCLC,신규 HER2 타이로신키나아제 저해 고형암 치료제 YH42946의 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-02213273,종양,Oncology,hTERT mRNA,Gene & Nucleic acids,바이오/첨단,임상1상,Phase1,알지노믹스 주식회사,GBM,"교모세포종 환자를 대상으로 RZ-001의 안전성, 내약성 및 유효성을 평가하는 제1상 임상시험",진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-02183074,종양,Oncology,EGFR,Small molecules,합성/저분자,임상1상,Phase1,제이인츠바이오,NSCLC,차세대 EGFR 돌연변이 비소세포폐암 치료제 JIN-A02의 임상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-02073050,종양,Oncology,Topoisomerase 1,Small molecules,합성/저분자,임상1상,Phase1,에스엔바이오사이언스,SCLC,소세포폐암치료제 신약 SNB-101 글로벌 임상1상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2024-00508039,종양,Oncology,CD5,Cell therapies,바이오/첨단,임상1상,Phase1,주식회사 지씨셀,NK and T-cell malignancies,NK 및 T 세포 악성 종양 치료를 위한 CD5 CAR-NK 치료제 개발 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2024-00461295,종양,Oncology,c-Kit,Antibody,바이오/첨단,임상1상,Phase1,주식회사 노벨티노빌리티,"SCLC, GIST",c-Kit 타깃 항체약물 접합체를 이용한 SCLC 및 GIST 치료제에 대한 임상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2024-00460284,종양,Oncology,PARP-1,Small molecules,합성/저분자,임상1상,Phase1,다임바이오 주식회사,Solid cancer,2세대 PARP-1 선택적 저해제 DM5167의 임상1상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2024-00459844,종양,Oncology,"CTLA-4/PD-L1, IL-2R",rProtein,바이오/첨단,임상1상,Phase1,(주)지아이이노베이션,Metastatic Melanoma,면역세포 표적형 사이토카인 GI-102 피하 및 정맥 주사 제형의 기술수출 또는 전이성 흑색종 조건부 허가 신청,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2024-00332279,종양,Oncology,HPK1,Small molecules,합성/저분자,임상1상,Phase1,퍼스트바이오테라퓨틱스,"Ovarian cancer, Endometrial cancer, Renal cell carcinoma","차세대 면역 항암제 HPK1 억제제, FB849의 임상 1상 개발",진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2023-00283610,종양,Oncology,GPC3,Cell therapies,바이오/첨단,임상1상,Phase1,주식회사 유틸렉스,Liver cancer,진행성 간세포암 환자 대상 자가유래 4세대 GPC3 CAR.T 임상연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2023-00282830,종양,Oncology,ENPP1,Small molecules,합성/저분자,임상1상,Phase1,(주)티씨노바이오사이언스,Solid tumor,ENPP1 저해 면역항암제 TXN10128 임상 1상 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2023-00258721,종양,Oncology,CD19,Cell therapies,바이오/첨단,임상1상,Phase1,주식회사 티카로스,B cell lymphoma,재발성 또는 불응성 성인 B세포 림프종 대상 CD19표적 기능강화 CAR.T세포치료제 (TC011) 임상 1상 시험연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2023-00219060,종양,Oncology,mutant RON,Small molecules,합성/저분자,임상1상,Phase1,웰마커바이오 주식회사,Colorectal cancer,진행성 또는 전이성 고형암 환자에서 WM-S1-030의 임상 1상 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2022-00167091,종양,Oncology,TGFβR1,Small molecules,합성/저분자,임상1상,Phase1,티움바이오,Solid Tumor,진행성/전이성 고형암에 대한 TGFβR1 저해제 TU2218과 pembrolizumab의 병용 요법에 대한 임상 1b 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2022-00165541,종양,Oncology,PRMT5,Small molecules,합성/저분자,임상1상,Phase1,SK바이오팜(주),Glioblastoma,뇌 투과도 높은 PRMT5 저해제의 임상 1상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
HN22C0592,종양,Oncology,IL13Rα2,Cell therapies,바이오/첨단,임상1상,Phase1,주식회사 셀랩메드,Glioblastoma,신규 암항원 IL13Ra2를 타겟으로 하는 CAR-T 치료제 YYB-103의 안전성평가를 위한 임상시험,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
HN22C0451,종양,Oncology,"CD80, IL-2",rProtein,바이오/첨단,임상1상,Phase1,㈜지아이이노베이션,Advanced or Metastatic Solid Tumor,"진행성 또는 전이성 고형암 환자를 대상으로 GI-101 단일요법 및 GI-101과 pembrolizumab, lenvatinib 또는 국소 방사선 병용요법의 안전성, 내약성, 약동학 및 치료효과를 평가하기 위한 제1/2상, 공개, 용량증량 및 확장 임상시험",진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
HN22C0009,종양,Oncology,CD19,Cell therapies,바이오/첨단,임상1상,Phase1,앱클론㈜,Non-Hodgkin Lymphoma,혁신 CD19 표적 CAR-T 치료제 임상 1상 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
HN21C1391,종양,Oncology,PD-1,Antibody,바이오/첨단,임상1상,Phase1,주식회사 와이바이오로직스,"Squamous cell carcinoma, Renal cell carcinoma",신규 면역항암제 YBL-006의 임상 1상 수행 및 종료,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
HN21C1297,종양,Oncology,PSMA,RPT,바이오/첨단,임상1상,Phase1,(주)퓨쳐켐,Prostate cancer,전립선암 표적 치료 방사성의약품 신약 임상개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
HN21C0979,종양,Oncology,"PD-L1, LAG-3",Antibody,바이오/첨단,임상1상,Phase1,에이비엘바이오 주식회사,"NSCLC, Lung cancer, Colorectal cancer, Gastric cancer, Triple-Negative Breast Cancer, Ovarian cancer",LAG-3와 PD-L1을 타깃으로 하는 항암이중항체 ABL501의 임상1상 연구개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
